Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1985 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,27474 ,45 ,TONS ,1236000
1985 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,6000 ,30 ,TONS ,180000
1985 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,46000 ,54 ,TONS ,2484000
1985 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,105000 ,63 ,TONS ,6653000
1985 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,1150 ,65 ,TONS ,75000
1985 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,34262 ,50 ,TONS ,1713000
1985 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,86800 ,44 ,TONS ,3793000
1985 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,44200 ,50 ,TONS ,2210000
1985 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,854 ,30 ,TONS ,25600
1985 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,85000 ,40 ,TONS ,3400000
1985 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,2565 ,30 ,TONS ,77000
1985 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,16300 ,52 ,TONS ,848000
1985 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,2143 ,29 ,TONS ,62100
1985 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,457748 ,50 ,    ,22756700
1985 ,261999 ,ALMONDS ALL ,7 ,Butte ,37676 ,0.60 ,22479 ,1300 ,TONS ,29223000
1985 ,261999 ,ALMONDS ALL ,9 ,Calaveras ,  ,  ,6 ,1400 ,TONS ,8400
1985 ,261999 ,ALMONDS ALL ,11 ,Colusa ,16000 ,0.30 ,4800 ,1200 ,TONS ,5760000
1985 ,261999 ,ALMONDS ALL ,13 ,Contra Costa ,2070 ,0.03 ,70 ,850 ,TONS ,59500
1985 ,261999 ,ALMONDS ALL ,19 ,Fresno ,31156 ,0.60 ,18700 ,1300 ,TONS ,24310000
1985 ,261999 ,ALMONDS ALL ,21 ,Glenn ,12004 ,0.45 ,5410 ,1375 ,TONS ,7439000
1985 ,261999 ,ALMONDS ALL ,29 ,Kern ,77501 ,0.61 ,46900 ,1250 ,TONS ,58614000
1985 ,261999 ,ALMONDS ALL ,31 ,Kings ,3676 ,0.59 ,2169 ,1180 ,TONS ,2559000
1985 ,261999 ,ALMONDS ALL ,33 ,Lake ,109 ,0.10 ,11 ,1559 ,TONS ,17145
1985 ,261999 ,ALMONDS ALL ,39 ,Madera ,28552 ,0.70 ,19986 ,1350 ,TONS ,26981000
1985 ,261999 ,ALMONDS ALL ,47 ,Merced ,61654 ,0.70 ,43200 ,1360 ,TONS ,58752000
1985 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,36933 ,0.60 ,22100 ,1303 ,TONS ,28794000
1985 ,261999 ,ALMONDS ALL ,79 ,San Luis Obispo ,5949 ,0.01 ,36 ,1200 ,TONS ,43200
1985 ,261999 ,ALMONDS ALL ,95 ,Solano ,2647 ,0.26 ,683 ,1200 ,TONS ,819600
1985 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,61928 ,0.81 ,50007 ,1320 ,TONS ,66009000
1985 ,261999 ,ALMONDS ALL ,101 ,Sutter ,4933 ,0.52 ,2565 ,1300 ,TONS ,3335000
1985 ,261999 ,ALMONDS ALL ,103 ,Tehama ,6451 ,0.43 ,2800 ,1250 ,TONS ,3500000
1985 ,261999 ,ALMONDS ALL ,107 ,Tulare ,10367 ,0.62 ,6430 ,1280 ,TONS ,8230000
1985 ,261999 ,ALMONDS ALL ,113 ,Yolo ,8350 ,0.40 ,3340 ,1250 ,TONS ,4175000
1985 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1714 ,0.50 ,857 ,1350 ,TONS ,1157000
1985 ,261999 ,ALMONDS ALL , 999, State Totals,409670 ,0.62 ,252549 ,1306 ,    ,329785845
1985 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,144 ,12.69 ,1828 ,450 ,TONS ,823000
1985 ,333999 ,ANISE (FENNEL) , 999, State Totals,144 ,12.69 ,1828 ,450 ,    ,823000
1985 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,47 ,Merced ,  ,  ,1500 ,25 ,EACH ,37500
1985 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,71 ,San Bernardino ,  ,  ,2800 ,25 ,EACH ,70000
1985 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,4300 ,25 ,    ,107500
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,7 ,Butte ,  ,  ,63450 ,5 ,LBS. ,322000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,8600 ,10 ,LBS. ,86000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,120000 ,5 ,LBS. ,598000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,16200 ,4 ,LBS. ,64800
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,61 ,Placer ,  ,  ,23000 ,4 ,LBS. ,92000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,73 ,San Diego ,  ,  ,  ,  ,LBS. ,78000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,  ,  ,LBS. ,661500
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,95 ,Solano ,  ,  ,3655 ,15 ,LBS. ,54800
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,97 ,Sonoma ,  ,  ,800 ,4 ,LBS. ,2800
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,  ,  ,LBS. ,160000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,86000 ,7 ,LBS. ,580000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,103 ,Tehama ,  ,  ,42500 ,8 ,LBS. ,340000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,113 ,Yolo ,  ,  ,9600 ,7 ,LBS. ,71000
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. ,115 ,Yuba ,  ,  ,4356 ,5 ,LBS. ,21800
1985 ,483999 ,APIARY PRODUCTS BEES PCKG. , 999, State Totals,0 ,  ,378161 ,6 ,    ,3132700
1985 ,485999 ,APIARY PRODUCTS BEES QUEEN ,7 ,Butte ,  ,  ,34800 ,6 ,EACH ,201000
