Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1988 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,1097 ,65 ,TONS ,71000
1988 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,45700 ,56 ,TON ,2559000
1988 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,94600 ,55 ,TON ,5175000
1988 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,51900 ,62 ,TON ,3192000
1988 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,880 ,25 ,TON ,22000
1988 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,150000 ,58 ,TON ,8700000
1988 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,423 ,35 ,TONS ,14800
1988 ,268099 ,ALMOND HULLS ,103 ,Tehama ,  ,  ,  ,  ,  , 
1988 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,19900 ,67 ,TON ,1333000
1988 ,268099 ,ALMOND HULLS ,113 ,Yolo ,  ,  ,  ,  ,  , 
1988 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,2354 ,25 ,TON ,58800
1988 ,268099 ,ALMOND HULLS ,991 ,Sum of Others ,  ,  ,  ,  ,  ,150500
1988 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,626109 ,58 ,    ,36365100
1988 ,261999 ,ALMONDS ALL ,7 ,Butte ,38524 ,0.79 ,30434 ,2000 ,TON ,60868000
1988 ,261999 ,ALMONDS ALL ,9 ,Calaveras ,  ,  ,1 ,2900 ,TON ,2900
1988 ,261999 ,ALMONDS ALL ,11 ,Colusa ,16480 ,0.55 ,9064 ,2000 ,TON ,18128000
1988 ,261999 ,ALMONDS ALL ,13 ,Contra Costa ,578 ,0.11 ,62 ,2048 ,TON ,127000
1988 ,261999 ,ALMONDS ALL ,19 ,Fresno ,30667 ,0.94 ,28800 ,2000 ,TON ,57600000
1988 ,261999 ,ALMONDS ALL ,21 ,Glenn ,14368 ,0.49 ,7073 ,2150 ,TON ,15207000
1988 ,261999 ,ALMONDS ALL ,29 ,Kern ,72910 ,0.89 ,65000 ,2000 ,TON ,130000000
1988 ,261999 ,ALMONDS ALL ,31 ,Kings ,2998 ,0.69 ,2069 ,1800 ,TONS ,3724000
1988 ,261999 ,ALMONDS ALL ,33 ,Lake ,75 ,0.09 ,7 ,1667 ,TONS ,11670
1988 ,261999 ,ALMONDS ALL ,39 ,Madera ,33615 ,0.67 ,22522 ,2000 ,TON ,45044000
1988 ,261999 ,ALMONDS ALL ,43 ,Mariposa ,  ,  ,  ,  ,  , 
1988 ,261999 ,ALMONDS ALL ,47 ,Merced ,63758 ,0.73 ,46500 ,2240 ,TON ,104160000
1988 ,261999 ,ALMONDS ALL ,53 ,Monterey ,  ,  ,  ,  ,  , 
1988 ,261999 ,ALMONDS ALL ,61 ,Placer ,  ,  ,  ,  ,  , 
1988 ,261999 ,ALMONDS ALL ,67 ,Sacramento ,  ,  ,  ,  ,  , 
1988 ,261999 ,ALMONDS ALL ,69 ,San Benito ,  ,  ,  ,  ,  , 
1988 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,36800 ,0.70 ,25800 ,2079 ,TON ,53645000
1988 ,261999 ,ALMONDS ALL ,79 ,San Luis Obispo ,4782 ,0.01 ,53 ,3509 ,TONS ,186000
1988 ,261999 ,ALMONDS ALL ,95 ,Solano ,2194 ,0.32 ,704 ,2000 ,TON ,1408200
1988 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,65261 ,0.88 ,57104 ,2000 ,TON ,114207000
1988 ,261999 ,ALMONDS ALL ,101 ,Sutter ,4455 ,0.38 ,1693 ,2000 ,TONS ,3386000
1988 ,261999 ,ALMONDS ALL ,103 ,Tehama ,6954 ,0.49 ,3440 ,2050 ,TON ,7052000
1988 ,261999 ,ALMONDS ALL ,107 ,Tulare ,10045 ,0.78 ,7840 ,2040 ,TON ,15994000
1988 ,261999 ,ALMONDS ALL ,113 ,Yolo ,7700 ,0.63 ,4851 ,1965 ,TON ,9532000
1988 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1883 ,0.62 ,1167 ,2026 ,TON ,2364100
1988 ,261999 ,ALMONDS ALL ,991 ,Sum of Others ,134 ,  ,  ,  ,  ,26800
1988 ,261999 ,ALMONDS ALL , 999, State Totals,414181 ,0.76 ,314184 ,2045 ,    ,642673670
1988 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,274 ,11.75 ,3220 ,346 ,TON ,1115000
1988 ,333999 ,ANISE (FENNEL) ,71 ,San Bernardino ,  ,  ,  ,  ,  , 
1988 ,333999 ,ANISE (FENNEL) ,79 ,San Luis Obispo ,  ,  ,  ,  ,  , 
1988 ,333999 ,ANISE (FENNEL) ,83 ,Santa Barbara ,  ,  ,  ,  ,  , 
1988 ,333999 ,ANISE (FENNEL) ,87 ,Santa Cruz ,  ,  ,  ,  ,  , 
1988 ,333999 ,ANISE (FENNEL) ,991 ,Sum of Others ,102 ,  ,  ,  ,  ,451992
1988 ,333999 ,ANISE (FENNEL) , 999, State Totals,376 ,11.75 ,3220 ,346 ,    ,1566992
1988 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,7 ,Butte ,  ,  ,1050 ,24 ,EACH ,25000
1988 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,39 ,Madera ,  ,  ,  ,  ,  , 
1988 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,71 ,San Bernardino ,  ,  ,3511 ,27 ,EACH ,94800
1988 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,89 ,Shasta ,  ,  ,5250 ,24 ,EACH ,126800
1988 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,9811 ,25 ,    ,246600
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,7 ,Butte ,  ,  ,29600 ,4 ,LB ,127000
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,12750 ,6 ,PKG ,76500
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,17 ,El Dorado ,  ,  ,  ,  ,  , 
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,16000 ,4 ,PKG ,68000
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,39 ,Madera ,  ,  ,  ,  ,  , 
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,43 ,Mariposa ,  ,  ,  ,  ,  , 
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,1000 ,4 ,LB ,4000
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,61 ,Placer ,  ,  ,27400 ,4 ,LB ,123000
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,67 ,Sacramento ,  ,  ,  ,  ,  , 
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,73 ,San Diego ,  ,  ,  ,  ,  ,72000
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,45300 ,4 ,LB ,193400
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,95 ,Solano ,  ,  ,3100 ,7 ,LB ,22300
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,40000 ,4 ,LBS ,160000
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,23800 ,4 ,LBS ,106600
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,103 ,Tehama ,  ,  ,  ,  ,  , 
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,113 ,Yolo ,  ,  ,3600 ,11 ,PKG ,39000
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,115 ,Yuba ,  ,  ,10000 ,5 ,LBS ,50000
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. ,991 ,Sum of Others ,  ,  ,  ,  ,  ,8800
1988 ,483999 ,APIARY PRODUCTS BEES PCKG. , 999, State Totals,0 ,  ,212550 ,5 ,    ,1050600
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,7 ,Butte ,  ,  ,33600 ,5 ,EACH ,160000
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,9 ,Calaveras ,  ,  ,  ,  ,  , 
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,11 ,Colusa ,  ,  ,17500 ,5 ,EACH ,87500
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,21 ,Glenn ,  ,  ,56000 ,4 ,EACH ,233000
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,39 ,Madera ,  ,  ,  ,  ,  , 
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,47 ,Merced ,  ,  ,8000 ,5 ,EACH ,42000
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,61 ,Placer ,  ,  ,4100 ,5 ,EACH ,20500
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,65 ,Riverside ,  ,  ,12200 ,6 ,EACH ,73200
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,67 ,Sacramento ,  ,  ,  ,  ,  , 
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,73 ,San Diego ,  ,  ,  ,  ,  , 
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,89 ,Shasta ,  ,  ,116500 ,5 ,EACH ,587200
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,95 ,Solano ,  ,  ,20410 ,7 ,EACH ,132800
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,99 ,Stanislaus ,  ,  ,26000 ,5 ,EACH ,128000
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,101 ,Sutter ,  ,  ,44450 ,5 ,EACH ,222300
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,103 ,Tehama ,  ,  ,  ,  ,  , 
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,113 ,Yolo ,  ,  ,7650 ,5 ,EACH ,37000
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,115 ,Yuba ,  ,  ,20000 ,5 ,EACH ,100000
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN ,991 ,Sum of Others ,  ,  ,  ,  ,  ,2000
1988 ,485999 ,APIARY PRODUCTS BEES QUEEN , 999, State Totals,0 ,  ,366410 ,5 ,    ,1825500
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,5 ,Amador ,  ,  ,  ,  ,  , 
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,9 ,Calaveras ,  ,  ,  ,  ,  ,210600
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,17 ,El Dorado ,  ,  ,  ,  ,  ,301600
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,35 ,Lassen ,  ,  ,  ,  ,  ,28000
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,39 ,Madera ,  ,  ,  ,  ,  ,15000
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,43 ,Mariposa ,  ,  ,  ,  ,  ,125000
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,45 ,Mendocino ,  ,  ,  ,  ,  , 
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,57 ,Nevada ,  ,  ,  ,  ,  , 
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,63 ,Plumas ,  ,  ,  ,  ,  , 
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,67 ,Sacramento ,  ,  ,  ,  ,  ,90000
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,73 ,San Diego ,  ,  ,  ,  ,  ,40500
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,77 ,San Joaquin ,  ,  ,  ,  ,  ,11400
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,83 ,Santa Barbara ,  ,  ,  ,  ,  ,148100
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,87 ,Santa Cruz ,  ,  ,  ,  ,  ,150000
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,91 ,Sierra ,  ,  ,  ,  ,  , 
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,93 ,Siskiyou ,  ,  ,  ,  ,  , 
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,103 ,Tehama ,  ,  ,  ,  ,  ,130000
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC ,109 ,Tuolumne ,  ,  ,  ,  ,  ,56000
1988 ,489999 ,APIARY PRODUCTS BEES UNSPEC , 999, State Totals,0 ,  ,0 ,  ,    ,1306200
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,1 ,Alameda ,  ,  ,5000 ,1 ,LBS ,7000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,7 ,Butte ,  ,  ,1150 ,1 ,LB ,1000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,9 ,Calaveras ,  ,  ,  ,  ,  , 
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,13 ,Contra Costa ,  ,  ,700 ,1 ,LB ,595
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,17 ,El Dorado ,  ,  ,  ,  ,  , 
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,19 ,Fresno ,  ,  ,37300 ,1 ,LB ,39500
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,21 ,Glenn ,  ,  ,11000 ,1 ,LB ,9000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,25 ,Imperial ,  ,  ,60988 ,1 ,LBS ,90000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,29 ,Kern ,  ,  ,28000 ,1 ,LB ,24000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,31 ,Kings ,  ,  ,49932 ,1 ,LB ,42000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,37 ,Los Angeles ,  ,  ,6700 ,1 ,LB ,6900
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,39 ,Madera ,  ,  ,  ,  ,  , 
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,43 ,Mariposa ,  ,  ,  ,  ,  , 
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,47 ,Merced ,  ,  ,21300 ,1 ,LB ,18000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,53 ,Monterey ,  ,  ,2015 ,1 ,LB ,1600
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,59 ,Orange ,  ,  ,7294 ,1 ,LB ,8400
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,61 ,Placer ,  ,  ,800 ,1 ,LB ,880
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,65 ,Riverside ,  ,  ,41085 ,1 ,LBS ,46800
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,67 ,Sacramento ,  ,  ,  ,  ,  , 
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,71 ,San Bernardino ,  ,  ,10573 ,2 ,LB ,16000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,73 ,San Diego ,  ,  ,  ,  ,  ,16500
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,81 ,San Mateo ,  ,  ,400 ,2 ,LB ,700
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,85 ,Santa Clara ,  ,  ,900 ,1 ,LBS ,675
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,89 ,Shasta ,  ,  ,36000 ,1 ,LB ,33500
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,95 ,Solano ,  ,  ,560 ,1 ,LB ,600
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,97 ,Sonoma ,  ,  ,879 ,1 ,LB ,800
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,99 ,Stanislaus ,  ,  ,9777 ,1 ,LBS ,9000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,101 ,Sutter ,  ,  ,5500 ,1 ,LBS ,4700
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,107 ,Tulare ,  ,  ,46800 ,1 ,LB ,40200
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,111 ,Ventura ,  ,  ,28000 ,1 ,LBS ,30800
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,113 ,Yolo ,  ,  ,  ,  ,  , 
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,115 ,Yuba ,  ,  ,1063 ,1 ,LBS ,1000
1988 ,482999 ,APIARY PRODUCTS BEESWAX ,991 ,Sum of Others ,  ,  ,  ,  ,  ,560
1988 ,482999 ,APIARY PRODUCTS BEESWAX , 999, State Totals,0 ,  ,413716 ,1 ,    ,450710
1988 ,481999 ,APIARY PRODUCTS HONEY ,1 ,Alameda ,  ,  ,97000 ,1 ,LBS ,50400
1988 ,481999 ,APIARY PRODUCTS HONEY ,7 ,Butte ,  ,  ,28200 ,1 ,LB ,15000
1988 ,481999 ,APIARY PRODUCTS HONEY ,9 ,Calaveras ,  ,  ,  ,  ,  , 
1988 ,481999 ,APIARY PRODUCTS HONEY ,11 ,Colusa ,  ,  ,57000 ,1 ,LB ,31400
1988 ,481999 ,APIARY PRODUCTS HONEY ,13 ,Contra Costa ,  ,  ,32000 ,1 ,LB ,30100
1988 ,481999 ,APIARY PRODUCTS HONEY ,15 ,Del Norte ,  ,  ,  ,  ,  , 
1988 ,481999 ,APIARY PRODUCTS HONEY ,17 ,El Dorado ,  ,  ,  ,  ,  , 
1988 ,481999 ,APIARY PRODUCTS HONEY ,19 ,Fresno ,  ,  ,1032000 ,1 ,LB ,578000
1988 ,481999 ,APIARY PRODUCTS HONEY ,21 ,Glenn ,  ,  ,350000 ,1 ,LB ,181000
1988 ,481999 ,APIARY PRODUCTS HONEY ,23 ,Humboldt ,  ,  ,  ,  ,  ,9000
1988 ,481999 ,APIARY PRODUCTS HONEY ,25 ,Imperial ,  ,  ,4614347 ,1 ,LBS ,2630000
1988 ,481999 ,APIARY PRODUCTS HONEY ,27 ,Inyo ,  ,  ,45000 ,1 ,LBS ,27450
1988 ,481999 ,APIARY PRODUCTS HONEY ,29 ,Kern ,  ,  ,811000 ,1 ,LB ,438000
1988 ,481999 ,APIARY PRODUCTS HONEY ,31 ,Kings ,  ,  ,2995921 ,1 ,LB ,1708000
1988 ,481999 ,APIARY PRODUCTS HONEY ,33 ,Lake ,  ,  ,3600 ,1 ,LBS ,3365
1988 ,481999 ,APIARY PRODUCTS HONEY ,37 ,Los Angeles ,  ,  ,1092830 ,0 ,LB ,546400
1988 ,481999 ,APIARY PRODUCTS HONEY ,39 ,Madera ,  ,  ,420000 ,1 ,LB ,235000
1988 ,481999 ,APIARY PRODUCTS HONEY ,43 ,Mariposa ,  ,  ,34100 ,0 ,LB ,13600
1988 ,481999 ,APIARY PRODUCTS HONEY ,47 ,Merced ,  ,  ,1106000 ,0 ,LB ,440000
1988 ,481999 ,APIARY PRODUCTS HONEY ,53 ,Monterey ,  ,  ,56200 ,1 ,LB ,28100
1988 ,481999 ,APIARY PRODUCTS HONEY ,57 ,Nevada ,  ,  ,  ,  ,  , 
1988 ,481999 ,APIARY PRODUCTS HONEY ,59 ,Orange ,  ,  ,187581 ,0 ,LB ,91900
1988 ,481999 ,APIARY PRODUCTS HONEY ,61 ,Placer ,  ,  ,38200 ,1 ,LB ,24000
1988 ,481999 ,APIARY PRODUCTS HONEY ,65 ,Riverside ,  ,  ,2054250 ,1 ,LBS ,1191500
1988 ,481999 ,APIARY PRODUCTS HONEY ,67 ,Sacramento ,  ,  ,  ,  ,  , 
1988 ,481999 ,APIARY PRODUCTS HONEY ,71 ,San Bernardino ,  ,  ,634402 ,1 ,LB ,368000
1988 ,481999 ,APIARY PRODUCTS HONEY ,73 ,San Diego ,  ,  ,  ,  ,  ,490000
1988 ,481999 ,APIARY PRODUCTS HONEY ,77 ,San Joaquin ,  ,  ,262000 ,1 ,LBS ,163000
1988 ,481999 ,APIARY PRODUCTS HONEY ,79 ,San Luis Obispo ,  ,  ,100200 ,1 ,LBS ,65000
1988 ,481999 ,APIARY PRODUCTS HONEY ,81 ,San Mateo ,  ,  ,34500 ,1 ,LB ,25900
1988 ,481999 ,APIARY PRODUCTS HONEY ,85 ,Santa Clara ,  ,  ,50000 ,1 ,LBS ,42500
1988 ,481999 ,APIARY PRODUCTS HONEY ,89 ,Shasta ,  ,  ,300800 ,1 ,LB ,177500
1988 ,481999 ,APIARY PRODUCTS HONEY ,95 ,Solano ,  ,  ,37657 ,1 ,LB ,19600
1988 ,481999 ,APIARY PRODUCTS HONEY ,97 ,Sonoma ,  ,  ,106880 ,1 ,LB ,60900
1988 ,481999 ,APIARY PRODUCTS HONEY ,99 ,Stanislaus ,  ,  ,300000 ,1 ,LBS ,156000
1988 ,481999 ,APIARY PRODUCTS HONEY ,101 ,Sutter ,  ,  ,99000 ,1 ,LBS ,50500
1988 ,481999 ,APIARY PRODUCTS HONEY ,103 ,Tehama ,  ,  ,  ,  ,  , 
1988 ,481999 ,APIARY PRODUCTS HONEY ,107 ,Tulare ,  ,  ,4781000 ,1 ,LB ,2866000
1988 ,481999 ,APIARY PRODUCTS HONEY ,111 ,Ventura ,  ,  ,1400000 ,1 ,LBS ,840000
1988 ,481999 ,APIARY PRODUCTS HONEY ,113 ,Yolo ,  ,  ,40000 ,1 ,LBS ,20000
1988 ,481999 ,APIARY PRODUCTS HONEY ,115 ,Yuba ,  ,  ,42500 ,1 ,LBS ,23400
1988 ,481999 ,APIARY PRODUCTS HONEY , 999, State Totals,0 ,  ,23244168 ,1 ,    ,13640515
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,1 ,Alameda ,  ,  ,2000 ,28 ,COL ,56000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,7 ,Butte ,  ,  ,41991 ,23 ,COL ,970000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,9 ,Calaveras ,  ,  ,  ,  ,  , 
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,11 ,Colusa ,  ,  ,35350 ,17 ,COL ,610000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,13 ,Contra Costa ,  ,  ,200 ,6 ,COL ,1200
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,17 ,El Dorado ,  ,  ,  ,  ,  , 
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,19 ,Fresno ,  ,  ,232000 ,22 ,COL ,5032000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,21 ,Glenn ,  ,  ,  ,  ,  ,745000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,25 ,Imperial ,  ,  ,153428 ,18 ,COL ,2800000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,29 ,Kern ,  ,  ,217000 ,24 ,COL ,5283000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,31 ,Kings ,  ,  ,63743 ,19 ,COL ,1241000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,37 ,Los Angeles ,  ,  ,23500 ,25 ,HIVE ,587600
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,39 ,Madera ,  ,  ,100845 ,25 ,COL ,2521000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,43 ,Mariposa ,  ,  ,  ,  ,  , 
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,47 ,Merced ,  ,  ,127300 ,24 ,COL ,3017000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,53 ,Monterey ,  ,  ,1580 ,22 ,COL ,34000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,61 ,Placer ,  ,  ,13000 ,25 ,COL ,325000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,65 ,Riverside ,  ,  ,27200 ,22 ,COL ,584800
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,71 ,San Bernardino ,  ,  ,17027 ,22 ,COL ,366100
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,73 ,San Diego ,  ,  ,  ,  ,  ,2000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,77 ,San Joaquin ,  ,  ,79800 ,25 ,COL ,1976000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,89 ,Shasta ,  ,  ,21700 ,26 ,COL ,567500
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,95 ,Solano ,  ,  ,5175 ,20 ,COL ,103500
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,97 ,Sonoma ,  ,  ,  ,  ,  ,64200
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,99 ,Stanislaus ,  ,  ,144000 ,27 ,COL ,3816000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,101 ,Sutter ,  ,  ,20587 ,12 ,COL ,244600
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,103 ,Tehama ,  ,  ,13290 ,22 ,COL ,293000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,107 ,Tulare ,  ,  ,73700 ,22 ,COL ,1658000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,111 ,Ventura ,  ,  ,  ,  ,  ,375000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,113 ,Yolo ,  ,  ,36750 ,14 ,COL ,529000
1988 ,486999 ,APIARY PRODUCTS POLLIN. FEES ,115 ,Yuba ,  ,  ,4050 ,11 ,COL ,44600
