Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1987 ,172299 ,  ,7 ,Butte ,  ,  ,  ,  ,  , 
1987 ,172299 ,  ,19 ,Fresno ,  ,  ,  ,  ,  , 
1987 ,172299 ,  ,21 ,Glenn ,5293 ,0.20 ,1052 ,2701 ,TONS ,2841000
1987 ,172299 ,  ,67 ,Sacramento ,  ,  ,  ,  ,  , 
1987 ,172299 ,  ,93 ,Siskiyou ,  ,  ,  ,  ,  , 
1987 ,172299 ,  , 999, State Totals,5293 ,0.20 ,1052 ,2701 ,    ,2841000
1987 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,36567 ,30 ,TONS ,1097000
1987 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,10220 ,30 ,TONS ,306000
1987 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,58800 ,40 ,TONS ,2352000
1987 ,268099 ,ALMOND HULLS ,21 ,Glenn ,  ,  ,10651 ,30 ,TONS ,320000
1987 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,141100 ,41 ,TONS ,5765000
1987 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,1258 ,38 ,TONS ,48000
1987 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,56700 ,37 ,TONS ,2098000
1987 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,147000 ,33 ,TONS ,4792000
1987 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,59200 ,37 ,TONS ,2219000
1987 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,1059 ,20 ,TONS ,21200
1987 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,117198 ,32 ,TONS ,3750000
1987 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,575 ,20 ,TONS ,11500
1987 ,268099 ,ALMOND HULLS ,103 ,Tehama ,  ,  ,  ,  ,  , 
1987 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,20500 ,45 ,TONS ,922000
1987 ,268099 ,ALMOND HULLS ,113 ,Yolo ,  ,  ,  ,  ,  , 
1987 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,2384 ,25 ,TONS ,59600
1987 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,663212 ,36 ,    ,23761300
1987 ,261999 ,ALMONDS ALL ,7 ,Butte ,38484 ,0.76 ,29248 ,2000 ,TONS ,58496000
1987 ,261999 ,ALMONDS ALL ,9 ,Calaveras ,  ,  ,14 ,2100 ,TONS ,29400
1987 ,261999 ,ALMONDS ALL ,11 ,Colusa ,16350 ,0.50 ,8175 ,2000 ,TONS ,16350000
1987 ,261999 ,ALMONDS ALL ,13 ,Contra Costa ,1746 ,0.05 ,84 ,2012 ,TONS ,169000
1987 ,261999 ,ALMONDS ALL ,19 ,Fresno ,30648 ,0.96 ,29400 ,2000 ,TONS ,58800000
1987 ,261999 ,ALMONDS ALL ,21 ,Glenn ,14368 ,0.59 ,8521 ,2200 ,TONS ,18746000
1987 ,261999 ,ALMONDS ALL ,29 ,Kern ,74157 ,0.93 ,69000 ,2020 ,TONS ,139380000
1987 ,261999 ,ALMONDS ALL ,31 ,Kings ,3208 ,0.74 ,2374 ,1980 ,TONS ,4701000
1987 ,261999 ,ALMONDS ALL ,33 ,Lake ,80 ,0.10 ,8 ,1615 ,TONS ,12920
1987 ,261999 ,ALMONDS ALL ,39 ,Madera ,32968 ,0.82 ,27034 ,2000 ,TONS ,54068000
