Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1982 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,20000 ,28 ,TONS ,560000
1982 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,7250 ,20 ,TONS ,145000
1982 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,27000 ,60 ,TONS ,1620000
1982 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,79900 ,63 ,TONS ,5004000
1982 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,3252 ,60 ,TONS ,195120
1982 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,19068 ,57 ,TONS ,1096000
1982 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,48600 ,48 ,TONS ,2332000
1982 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,30100 ,43 ,TONS ,1280000
1982 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,1334 ,20 ,TONS ,26700
1982 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,56300 ,43 ,TONS ,2393000
1982 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,2949 ,20 ,TONS ,59000
1982 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,13100 ,60 ,TONS ,786000
1982 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,1444 ,20 ,TONS ,28900
1982 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,310297 ,50 ,    ,15525720
1982 ,261999 ,ALMONDS ALL ,7 ,Butte ,30633 ,0.52 ,15929 ,1770 ,TONS ,28194000
1982 ,261999 ,ALMONDS ALL ,9 ,Calaveras ,90 ,0.22 ,20 ,1800 ,TONS ,36000
1982 ,261999 ,ALMONDS ALL ,11 ,Colusa ,14400 ,0.21 ,3025 ,1700 ,TONS ,5143000
1982 ,261999 ,ALMONDS ALL ,13 ,Contra Costa ,2477 ,0.15 ,377 ,1541 ,TONS ,581000
1982 ,261999 ,ALMONDS ALL ,19 ,Fresno ,23642 ,0.69 ,16300 ,1800 ,TONS ,29340000
1982 ,261999 ,ALMONDS ALL ,21 ,Glenn ,9083 ,0.48 ,4335 ,1711 ,TONS ,7417000
1982 ,261999 ,ALMONDS ALL ,29 ,Kern ,61247 ,0.70 ,43000 ,1699 ,TONS ,73051000
1982 ,261999 ,ALMONDS ALL ,31 ,Kings ,3436 ,0.57 ,1959 ,1613 ,TONS ,3159865
1982 ,261999 ,ALMONDS ALL ,33 ,Lake ,114 ,0.11 ,13 ,1735 ,TONS ,22550
1982 ,261999 ,ALMONDS ALL ,39 ,Madera ,21667 ,0.44 ,9533 ,1800 ,TONS ,17159000
1982 ,261999 ,ALMONDS ALL ,47 ,Merced ,48510 ,0.50 ,24300 ,1800 ,TONS ,43740000
1982 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,32308 ,0.47 ,15100 ,1700 ,TONS ,25670000
1982 ,261999 ,ALMONDS ALL ,79 ,San Luis Obispo ,6079 ,0.04 ,261 ,1701 ,TONS ,444000
1982 ,261999 ,ALMONDS ALL ,95 ,Solano ,3007 ,0.31 ,920 ,1740 ,TONS ,1600800
1982 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,48400 ,0.69 ,33154 ,1800 ,TONS ,59677000
1982 ,261999 ,ALMONDS ALL ,101 ,Sutter ,4995 ,0.26 ,1299 ,1750 ,TONS ,2273000
1982 ,261999 ,ALMONDS ALL ,103 ,Tehama ,4018 ,0.31 ,1254 ,1780 ,TONS ,2232000
1982 ,261999 ,ALMONDS ALL ,107 ,Tulare ,8891 ,0.51 ,4530 ,1790 ,TONS ,8109000
1982 ,261999 ,ALMONDS ALL ,113 ,Yolo ,4047 ,0.42 ,1700 ,1750 ,TONS ,2975000
1982 ,261999 ,ALMONDS ALL ,115 ,Yuba ,1553 ,0.62 ,963 ,1800 ,TONS ,1733100
1982 ,261999 ,ALMONDS ALL , 999, State Totals,328597 ,0.54 ,177972 ,1756 ,    ,312557315
1982 ,333999 ,ANISE (FENNEL) ,53 ,Monterey ,150 ,14.77 ,2215 ,154 ,TONS ,342000
1982 ,333999 ,ANISE (FENNEL) , 999, State Totals,150 ,14.77 ,2215 ,154 ,    ,342000
1982 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,7 ,Butte ,  ,  ,2000 ,20 ,EACH ,40000
1982 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,39 ,Madera ,  ,  ,1500 ,28 ,EACH ,42000
1982 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,47 ,Merced ,  ,  ,1330 ,14 ,EACH ,19000
1982 ,484999 ,APIARY PRODUCTS BEES NUCLEI ,71 ,San Bernardino ,  ,  ,2480 ,22 ,EACH ,54600
1982 ,484999 ,APIARY PRODUCTS BEES NUCLEI , 999, State Totals,0 ,  ,7310 ,21 ,    ,155600
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,7 ,Butte ,  ,  ,65000 ,6 ,LBS. ,416000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,11 ,Colusa ,  ,  ,44160 ,6 ,LBS. ,265000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,21 ,Glenn ,  ,  ,163000 ,6 ,LBS. ,941000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,47 ,Merced ,  ,  ,25500 ,5 ,LBS. ,116000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,59 ,Orange ,  ,  ,1000 ,5 ,LBS. ,5000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,61 ,Placer ,  ,  ,22000 ,6 ,LBS. ,121000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,73 ,San Diego ,  ,  ,  ,  ,LBS. ,18000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,89 ,Shasta ,  ,  ,165000 ,6 ,LBS. ,957000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,95 ,Solano ,  ,  ,5400 ,7 ,LBS. ,37800
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,97 ,Sonoma ,  ,  ,2950 ,3 ,LBS. ,10200
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,99 ,Stanislaus ,  ,  ,38000 ,4 ,LBS. ,167000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,101 ,Sutter ,  ,  ,106400 ,9 ,LBS. ,919000
1982 ,483999 ,APIARY PRODUCTS BEES PCKG. ,103 ,Tehama ,  ,  ,49000 ,8 ,LBS. ,377000
