Year, Commodity Code, Crop Name, County Code, County, Harvested Acres, Yield, Production, Price P/U, Unit, Value
1983 ,268099 ,ALMOND HULLS ,7 ,Butte ,  ,  ,10644 ,59 ,TONS ,628000
1983 ,268099 ,ALMOND HULLS ,11 ,Colusa ,  ,  ,5240 ,25 ,TONS ,131000
1983 ,268099 ,ALMOND HULLS ,19 ,Fresno ,  ,  ,19400 ,80 ,TONS ,1552000
1983 ,268099 ,ALMOND HULLS ,29 ,Kern ,  ,  ,80000 ,84 ,TONS ,6747000
1983 ,268099 ,ALMOND HULLS ,31 ,Kings ,  ,  ,2868 ,75 ,TONS ,215000
1983 ,268099 ,ALMOND HULLS ,39 ,Madera ,  ,  ,16800 ,60 ,TONS ,1008000
1983 ,268099 ,ALMOND HULLS ,47 ,Merced ,  ,  ,31400 ,67 ,TONS ,2104000
1983 ,268099 ,ALMOND HULLS ,77 ,San Joaquin ,  ,  ,13800 ,41 ,TONS ,566000
1983 ,268099 ,ALMOND HULLS ,95 ,Solano ,  ,  ,688 ,25 ,TONS ,17200
1983 ,268099 ,ALMOND HULLS ,99 ,Stanislaus ,  ,  ,36300 ,43 ,TONS ,1561000
1983 ,268099 ,ALMOND HULLS ,101 ,Sutter ,  ,  ,2188 ,25 ,TONS ,54700
1983 ,268099 ,ALMOND HULLS ,107 ,Tulare ,  ,  ,8150 ,78 ,TONS ,636000
1983 ,268099 ,ALMOND HULLS ,115 ,Yuba ,  ,  ,1270 ,23 ,TONS ,28600
1983 ,268099 ,ALMOND HULLS , 999, State Totals,0 ,  ,228748 ,67 ,    ,15248500
1983 ,261999 ,ALMONDS ALL ,7 ,Butte ,31523 ,0.27 ,8510 ,2300 ,TONS ,19573000
1983 ,261999 ,ALMONDS ALL ,9 ,Calaveras ,90 ,0.18 ,16 ,2350 ,TONS ,37600
1983 ,261999 ,ALMONDS ALL ,11 ,Colusa ,14600 ,0.15 ,2190 ,2300 ,TONS ,5037000
1983 ,261999 ,ALMONDS ALL ,13 ,Contra Costa ,2270 ,0.01 ,27 ,2300 ,TONS ,62100
1983 ,261999 ,ALMONDS ALL ,19 ,Fresno ,24301 ,0.48 ,11700 ,2300 ,TONS ,26910000
1983 ,261999 ,ALMONDS ALL ,21 ,Glenn ,10240 ,0.22 ,2300 ,2300 ,TONS ,5290000
1983 ,261999 ,ALMONDS ALL ,29 ,Kern ,66804 ,0.61 ,40500 ,2301 ,TONS ,93191000
1983 ,261999 ,ALMONDS ALL ,31 ,Kings ,3756 ,0.46 ,1728 ,2300 ,TONS ,3974000
1983 ,261999 ,ALMONDS ALL ,33 ,Lake ,113 ,0.12 ,13 ,1556 ,TONS ,20225
1983 ,261999 ,ALMONDS ALL ,39 ,Madera ,24000 ,0.35 ,8400 ,2200 ,TONS ,18480000
1983 ,261999 ,ALMONDS ALL ,47 ,Merced ,51161 ,0.30 ,15300 ,2400 ,TONS ,36720000
1983 ,261999 ,ALMONDS ALL ,77 ,San Joaquin ,33573 ,0.21 ,6900 ,2494 ,TONS ,17212000
1983 ,261999 ,ALMONDS ALL ,79 ,San Luis Obispo ,5979 ,0.03 ,179 ,1402 ,TONS ,251000
1983 ,261999 ,ALMONDS ALL ,95 ,Solano ,2992 ,0.18 ,550 ,2300 ,TONS ,1265000
1983 ,261999 ,ALMONDS ALL ,99 ,Stanislaus ,53311 ,0.40 ,21325 ,2340 ,TONS ,49899000
1983 ,261999 ,ALMONDS ALL ,101 ,Sutter ,5076 ,0.34 ,1750 ,2350 ,TONS ,4113000
1983 ,261999 ,ALMONDS ALL ,103 ,Tehama ,4129 ,0.18 ,723 ,2300 ,TONS ,1663000
1983 ,261999 ,ALMONDS ALL ,107 ,Tulare ,9400 ,0.52 ,4890 ,2110 ,TONS ,10318000
1983 ,261999 ,ALMONDS ALL ,113 ,Yolo ,5000 ,0.22 ,1110 ,2279 ,TONS ,2530000
